passer,recipient,x,y,match_id
Daniel Olmo Carvajal,Álvaro Borja Morata Martín,106.8,51.9,3942752
Daniel Olmo Carvajal,Álvaro Borja Morata Martín,114.7,56.0,3942752
Jesús Navas González,Fabián Ruiz Peña,95.0,59.2,3942752
Fabián Ruiz Peña,Nicholas Williams Arthuer,94.7,47.4,3942752
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,100.7,36.6,3942752
Aymeric Laporte,Unai Simón Mendibil,73.4,34.5,3942752
Unai Simón Mendibil,José Ignacio Fernández Iglesias,33.2,40.8,3942752
José Ignacio Fernández Iglesias,Rodrigo Hernández Cascante,49.0,50.3,3942752
Rodrigo Hernández Cascante,Lamine Yamal Nasraoui Ebana,74.2,52.8,3942752
Lamine Yamal Nasraoui Ebana,Daniel Olmo Carvajal,93.6,57.4,3942752
Daniel Olmo Carvajal,Fabián Ruiz Peña,88.1,47.4,3942752
Fabián Ruiz Peña,Nicholas Williams Arthuer,88.4,28.6,3942752
Nicholas Williams Arthuer,Marc Cucurella Saseta,99.5,23.8,3942752
Marc Cucurella Saseta,Aymeric Laporte,85.7,14.4,3942752
Aymeric Laporte,Marc Cucurella Saseta,76.5,24.9,3942752
Marc Cucurella Saseta,Nicholas Williams Arthuer,79.8,6.4,3942752
Nicholas Williams Arthuer,Marc Cucurella Saseta,99.5,3.8,3942752
Marc Cucurella Saseta,Daniel Olmo Carvajal,89.8,14.1,3942752
Daniel Olmo Carvajal,Aymeric Laporte,92.8,23.9,3942752
Aymeric Laporte,Nicholas Williams Arthuer,78.1,11.7,3942752
Nicholas Williams Arthuer,Fabián Ruiz Peña,104.2,3.3,3942752
Fabián Ruiz Peña,Álvaro Borja Morata Martín,110.7,23.8,3942752
Marc Cucurella Saseta,Unai Simón Mendibil,52.5,33.8,3942752
Unai Simón Mendibil,José Ignacio Fernández Iglesias,13.9,33.6,3942752
José Ignacio Fernández Iglesias,Rodrigo Hernández Cascante,32.9,57.8,3942752
Rodrigo Hernández Cascante,Aymeric Laporte,52.9,55.3,3942752
Aymeric Laporte,Marc Cucurella Saseta,66.4,12.8,3942752
Marc Cucurella Saseta,Nicholas Williams Arthuer,98.1,3.6,3942752
Nicholas Williams Arthuer,Marc Cucurella Saseta,98.9,10.0,3942752
Marc Cucurella Saseta,Álvaro Borja Morata Martín,21.8,0.1,3942752
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,38.6,1.7,3942752
José Ignacio Fernández Iglesias,Nicholas Williams Arthuer,22.5,28.3,3942752
Marc Cucurella Saseta,Daniel Olmo Carvajal,26.4,11.0,3942752
Daniel Olmo Carvajal,Jesús Navas González,40.7,35.5,3942752
Jesús Navas González,Daniel Olmo Carvajal,32.0,76.3,3942752
Jesús Navas González,José Ignacio Fernández Iglesias,42.5,80.0,3942752
José Ignacio Fernández Iglesias,Aymeric Laporte,25.1,60.5,3942752
Aymeric Laporte,José Ignacio Fernández Iglesias,41.5,19.2,3942752
José Ignacio Fernández Iglesias,Aymeric Laporte,48.7,50.2,3942752
Aymeric Laporte,Marc Cucurella Saseta,66.7,10.0,3942752
Marc Cucurella Saseta,Aymeric Laporte,76.4,3.1,3942752
Aymeric Laporte,Rodrigo Hernández Cascante,62.9,5.8,3942752
Rodrigo Hernández Cascante,Aymeric Laporte,70.7,2.5,3942752
Aymeric Laporte,José Ignacio Fernández Iglesias,64.2,12.0,3942752
José Ignacio Fernández Iglesias,Lamine Yamal Nasraoui Ebana,69.3,52.0,3942752
Lamine Yamal Nasraoui Ebana,Fabián Ruiz Peña,77.9,56.4,3942752
Fabián Ruiz Peña,Marc Cucurella Saseta,74.2,44.4,3942752
Marc Cucurella Saseta,Nicholas Williams Arthuer,102.0,4.9,3942752
Marc Cucurella Saseta,Aymeric Laporte,25.4,0.1,3942752
Aymeric Laporte,Marc Cucurella Saseta,9.3,6.3,3942752
Marc Cucurella Saseta,Aymeric Laporte,19.2,2.2,3942752
Unai Simón Mendibil,José Ignacio Fernández Iglesias,6.0,42.2,3942752
José Ignacio Fernández Iglesias,Aymeric Laporte,31.7,52.0,3942752
Aymeric Laporte,José Ignacio Fernández Iglesias,32.2,23.9,3942752
José Ignacio Fernández Iglesias,Rodrigo Hernández Cascante,47.8,52.5,3942752
Rodrigo Hernández Cascante,Marc Cucurella Saseta,62.9,21.6,3942752
Marc Cucurella Saseta,Rodrigo Hernández Cascante,75.4,4.4,3942752
Rodrigo Hernández Cascante,Aymeric Laporte,56.2,6.6,3942752
Aymeric Laporte,José Ignacio Fernández Iglesias,45.3,35.6,3942752
José Ignacio Fernández Iglesias,Daniel Olmo Carvajal,54.5,49.2,3942752
Daniel Olmo Carvajal,Álvaro Borja Morata Martín,85.3,34.5,3942752
Fabián Ruiz Peña,José Ignacio Fernández Iglesias,40.9,13.6,3942752
José Ignacio Fernández Iglesias,Rodrigo Hernández Cascante,38.9,42.8,3942752
Rodrigo Hernández Cascante,Aymeric Laporte,57.0,43.6,3942752
Aymeric Laporte,Nicholas Williams Arthuer,68.1,16.6,3942752
Nicholas Williams Arthuer,Álvaro Borja Morata Martín,81.4,16.9,3942752
Álvaro Borja Morata Martín,Rodrigo Hernández Cascante,92.2,22.8,3942752
